task,family,phase,architecture,best_val,best_epoch,final_epoch,source
anomaly,STL_ablation,stl_ablation_d04_w128_128_128_128_128,"[128, 128, 128, 128]",0.0033505752217024565,83,88,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w128_128_128_128_128/phase_summary.json
anomaly,STL_ablation,stl_ablation_d04_w160_160_160_160_160,"[160, 160, 160, 160]",0.003034172346815467,59,64,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w160_160_160_160_160/phase_summary.json
anomaly,STL_ablation,stl_ablation_d04_w192_192_192_192_192,"[192, 192, 192, 192]",0.002658447017893195,54,59,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w192_192_192_192_192/phase_summary.json
anomaly,STL_ablation,stl_ablation_d04_w224_224_224_224_224,"[224, 224, 224, 224]",0.0026782050263136625,42,47,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w224_224_224_224_224/phase_summary.json
anomaly,STL_ablation,stl_ablation_d04_w256_256_256_256_256,"[256, 256, 256, 256]",0.0024349698796868324,38,43,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w256_256_256_256_256/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",0.013567606918513775,128,133,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w064_64_64_64_64_64_64/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",0.0076385908760130405,80,85,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w096_96_96_96_96_96_96/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",0.005494346842169762,64,69,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w128_128_128_128_128_128_128/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",0.0033009289763867855,73,78,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w160_160_160_160_160_160_160/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",0.0051625133492052555,36,41,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w192_192_192_192_192_192_192/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",0.0030429044272750616,48,53,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w224_224_224_224_224_224_224/phase_summary.json
anomaly,STL_paired,stl_from_ae_alt_width,[46],0.002116569787797677,35,40,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/anomaly/task_summary.json
autoencoding,ADP,ae_alt_depth,"[89, 89, 89, 89, 88, 88]",0.0019027519011730251,4,4,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,ADP,ae_alt_width,[83],0.0017266004965750166,10,10,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,ADP,ae_depth_to_width,"[101, 101, 101, 101, 101, 100, 100, 100, 100, 100]",0.0015207532007559686,4,4,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,ADP,ae_width_to_depth,[81],0.0014818490814646724,11,11,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,STL_ablation,stl_ablation_d03_w064_64_64_64,"[64, 64, 64]",0.010044239059581626,98,103,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d03_w096_96_96_96,"[96, 96, 96]",0.005145322418037876,68,73,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d03_w128_128_128_128,"[128, 128, 128]",0.0045945258866481676,42,47,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d03_w160_160_160_160,"[160, 160, 160]",0.002996892265961562,48,53,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d03_w192_192_192_192,"[192, 192, 192]",0.0028774359026397275,34,39,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d03_w224_224_224_224,"[224, 224, 224]",0.0027212365501297887,30,35,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d03_w256_256_256_256,"[256, 256, 256]",0.001856492212890022,37,42,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d04_w064_64_64_64_64,"[64, 64, 64, 64]",0.012035178403345862,98,103,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d04_w096_96_96_96_96,"[96, 96, 96, 96]",0.006139894437314922,66,71,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d04_w128_128_128_128_128,"[128, 128, 128, 128]",0.004605427719847249,50,55,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d04_w160_160_160_160_160,"[160, 160, 160, 160]",0.0037252596917615676,39,44,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d04_w192_192_192_192_192,"[192, 192, 192, 192]",0.003218432498466132,33,38,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d04_w224_224_224_224_224,"[224, 224, 224, 224]",0.003282162342821967,25,30,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d04_w256_256_256_256_256,"[256, 256, 256, 256]",0.0030984271689153036,24,29,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",0.026351283089102787,63,68,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",0.015317022431721899,39,44,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",0.009686878328036806,32,37,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",0.005772569190796188,33,38,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",0.006141794238669947,24,29,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",0.0055064918528007056,21,26,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d06_w256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256]",0.004333186955502726,24,29,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w064_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64]",0.025315877246969997,77,82,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w096_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96]",0.014290652536010934,50,55,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128]",0.01020359831680587,38,43,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",0.0072433830700636866,37,42,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",0.007437025081526979,24,29,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",0.0036507875019312326,46,51,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256]",0.0064927563869112935,17,22,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w064_64_64_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",0.03837101512106445,48,53,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",0.010693092687881846,76,81,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w128_128_128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",0.010997509196833693,40,45,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w160_160_160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]",0.008367755080430552,35,40,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w192_192_192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]",0.010096093055460777,22,27,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w224_224_224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224, 224, 224]",0.005834360472602188,28,33,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w256_256_256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",0.009938427495113481,15,20,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_paired,stl_from_ae_alt_depth,"[89, 89, 89, 89, 88, 88]",0.013283320477495891,55,60,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,STL_paired,stl_from_ae_alt_width,[83],0.0034103280351211124,88,93,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,STL_paired,stl_from_ae_depth_to_width,"[101, 101, 101, 101, 101, 100, 100, 100, 100, 100]",0.023918251889941972,32,37,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,STL_paired,stl_from_ae_width_to_depth,[81],0.0034839527938172305,84,89,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
denoising,ADP,ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.0028221183732265857,12,12,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/task_summary.json
denoising,ADP,ae_alt_width,[54],0.0008199942890532851,6,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/task_summary.json
denoising,ADP,ae_width_to_depth,[54],0.0009473693990331499,6,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/task_summary.json
denoising,STL_ablation,stl_ablation_d03_w064_64_64_64,"[64, 64, 64]",0.018343819757361077,96,101,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d03_w096_96_96_96,"[96, 96, 96]",0.016931667664187355,60,65,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d03_w128_128_128_128,"[128, 128, 128]",0.013715540220887657,65,70,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d03_w160_160_160_160,"[160, 160, 160]",0.011012202066798413,82,87,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d03_w192_192_192_192,"[192, 192, 192]",0.011983931744555667,54,59,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d03_w224_224_224_224,"[224, 224, 224]",0.013645905956463209,34,39,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d03_w256_256_256_256,"[256, 256, 256]",0.012647527383074219,35,40,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d04_w064_64_64_64_64,"[64, 64, 64, 64]",0.02073382834244015,102,107,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d04_w096_96_96_96_96,"[96, 96, 96, 96]",0.013977514147051012,90,95,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d04_w128_128_128_128_128,"[128, 128, 128, 128]",0.015552201089653361,48,53,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d04_w160_160_160_160_160,"[160, 160, 160, 160]",0.013449196591462289,44,49,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d04_w192_192_192_192_192,"[192, 192, 192, 192]",0.013894787076619905,33,38,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d04_w224_224_224_224_224,"[224, 224, 224, 224]",0.012899840644549165,29,34,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d04_w256_256_256_256_256,"[256, 256, 256, 256]",0.01196492790068982,34,39,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",0.03485941987758667,70,75,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",0.019958572743901313,61,66,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",0.025857145753635492,24,29,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",0.014600501144758022,37,42,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",0.013877666935786187,30,35,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",0.011524175988055883,35,40,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d06_w256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256]",0.012930187292979081,24,29,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d08_w064_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64]",0.04193833084959957,57,62,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d08_w096_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96]",0.02410615762673774,57,62,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d08_w128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128]",0.020101449317581666,38,43,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",0.014385182537351075,39,44,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",0.015659820094672698,26,31,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",0.010973225980922069,44,49,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d08_w256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256]",0.010857255169545213,35,40,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d10_w064_64_64_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",0.036985869385935934,74,79,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d10_w096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",0.027294027703041738,51,56,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d10_w128_128_128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",0.018493105844958387,46,51,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d10_w160_160_160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]",0.02126525164884646,28,33,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d10_w192_192_192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]",0.015563439971082543,31,36,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d10_w224_224_224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224, 224, 224]",0.018430291001589157,21,26,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_ablation,stl_ablation_d10_w256_256_256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",0.011211411192892907,37,42,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/denoising/ablation_summary.json
denoising,STL_paired,stl_from_ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.008895457736336465,34,39,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/task_summary.json
denoising,STL_paired,stl_from_ae_alt_width,[54],0.02836939498250111,46,51,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/task_summary.json
denoising,STL_paired,stl_from_ae_width_to_depth,[54],0.02918747294844156,46,51,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/task_summary.json
generation,ADP,ae_alt_depth,"[96, 96, 96, 95, 95, 95]",0.0006986494569825253,6,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/task_summary.json
generation,ADP,ae_alt_width,[59],0.0002478960616071772,9,9,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/task_summary.json
generation,ADP,ae_depth_to_width,"[140, 140, 140, 140, 140, 139, 139, 139, 139, 139]",0.0017876370103866402,9,9,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/task_summary.json
generation,ADP,ae_width_to_depth,[56],0.00030846853092664195,10,10,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/task_summary.json
generation,STL_ablation,stl_ablation_d03_w064_64_64_64,"[64, 64, 64]",1.0085170053033967,21,26,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d03_w096_96_96_96,"[96, 96, 96]",1.0088299125039544,19,24,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
